,word,iliad_24,iliad_1,corpus
3390,θεοειδής,9,0,39
3391,πεντήκοντά,1,0,2
3392,τίσωσιν,0,1,1
3393,ἀνάσσεις,1,3,10
3394,ἁψάμενοι,1,0,2
3395,αὐτοί,1,3,96
3396,προΐαψεν,0,1,1
3397,κέλετ,1,0,3
3398,φίλε,1,1,20
3399,μέλαιναν,2,2,49
3400,τοι,29,30,774
3401,παρήμενοι,1,0,4
3402,παῖδας,1,0,9
3403,ἐπεστονάχησε,1,0,1
3404,εἰμι,3,2,27
3405,μήδεα,1,0,16
3406,τώ,9,9,221
3407,ἐνδέξια,0,1,4
3408,ὑπόδρα,1,1,26
3409,λαθών,1,0,6
3410,στόμα,1,0,20
3411,πόρον,3,0,11
3412,ἄσκοπος,2,0,2
3413,μακρά,0,1,36
3414,οὔ,16,20,475
3415,Πηλεΐωνα,1,1,25
3416,χρύσεια,1,0,12
3417,μακάρων,1,1,6
3418,μάλ,5,2,173
3419,ἀκηδέστως,1,0,2
3420,μένος,4,2,159
3421,ἠέλιον,1,1,17
3422,ἄλγεα,3,1,44
3423,κείμενον,1,0,18
3424,ἀνάσσειν,0,1,4
3425,χαλκόν,1,0,39
3426,Πηλῆος,0,1,11
3427,ἔτ,1,2,96
3428,ἰθύνεις,1,0,1
3429,ἀφνειοῖο,1,0,4
3430,ἤλυθον,1,1,19
3431,μεγάροισιν,2,1,71
3432,μαχέοιτο,0,1,1
3433,ἐπευφήμησαν,0,2,2
3434,ἀπέληγεν,1,0,1
3435,ἰέναι,6,1,62
3436,ἐποιχομένην,0,1,1
3437,φαινομένη,1,1,2
3438,μετόπισθεν,0,1,6
3439,ἐπεί,27,26,745
3440,λιγύς,0,1,5
3441,νεῦσε,0,1,5
3442,ἄπιστε,1,0,1
3443,ποτέ,0,5,41
3444,πτολίεθρον,0,1,28
3445,κάρτιστοι,0,2,2
3446,εἷός,2,0,3
3447,ἀθλεύων,1,0,1
3448,πόντον,0,1,73
3449,ἔπειθ,2,1,39
3450,Δαρδανίδην,1,0,1
3451,πυκινά,2,0,5
3452,κάθησο,0,1,2
3453,περκνόν,1,0,1
3454,γλωχῖνα,1,0,1
3455,νῆας,14,6,180
3456,ἐόντες,2,2,29
3457,ἱκάνοι,0,1,4
3458,γλαφυρῷ,1,0,6
3459,φᾶρος,1,0,20
3460,λάθρῃ,1,0,10
3461,γναμπτοῖσι,1,0,6
3462,εἰσαναβᾶσα,1,0,4
3463,δέπας,2,1,30
3464,μιμνησκόμεναι,1,0,1
3465,εὐρείῃ,3,0,15
3466,δώωσιν,0,1,1
3467,ἕβδομός,1,0,1
3468,ἐπιπείθηται,0,1,1
3469,ἄγοντι,1,0,2
3470,ἔνθεν,2,0,45
3471,Ἰδαῖος,1,0,9
3472,δῶρα,9,2,85
3473,φέρεσθαι,1,0,15
3474,πατέρι,1,0,3
3475,ἥν,1,3,101
3476,κύδεϊ,0,1,4
3477,δαινῦτό,1,0,1
3478,δάκρυον,1,0,12
3479,οὔτε,6,4,126
3480,ἀνάσσει,0,1,9
3481,μητίετα,1,2,19
3482,ἐναρίζοι,0,1,1
3483,κλισίηθεν,0,1,7
3484,δυνήσομαι,0,1,1
3485,Λῆμνον,1,0,7
3486,χρυσείην,1,0,11
3487,ἀμφηρεφέα,0,1,1
3488,σεῖο,2,0,28
3489,Ἑρμεία,1,0,4
3490,διάνδιχα,0,1,4
3491,μητέρος,1,0,7
3492,ἐμοῦ,1,0,7
3493,ἑκατόμβην,0,7,13
3494,δειλός,0,1,3
3495,ἀγίνεον,1,0,1
3496,εὐρύν,1,4,43
3497,ἀεικείην,1,0,1
3498,ὁμῶς,1,2,28
3499,εὐρύοπα,3,1,23
3500,εὐξαμένου,0,1,2
3501,μοῖρα,1,0,29
3502,χοροιτυπίῃσιν,1,0,1
3503,ἰόντα,1,1,16
3504,χαίρων,0,1,19
3505,ῥα,7,6,212
3506,κεῦθε,0,1,4
3507,ἀποσκύδμαινε,1,0,1
3508,υἱέϊ,1,0,9
3509,αὐτάρ,24,16,770
3510,δημοβόρος,0,1,1
3511,ἐθέλῃσιν,0,2,17
3512,πολέμου,1,1,25
3513,εὕδεις,1,0,5
3514,πρωτοπαγέα,1,0,1
3515,Ὄλυμπον,3,4,38
3516,ἀθανάτοιο,0,1,2
3517,ζεῦξ,1,0,1
3518,ἐνίπτοι,1,0,1
3519,πω,4,3,82
3520,ὀφθαλμοῖσιν,4,1,52
3521,Ὀδυσσεύς,0,4,309
3522,εἶξε,1,0,1
3523,σέο,1,0,21
3524,στάς,2,0,21
3525,ἄλοχός,1,0,3
3526,εἰνατέρων,1,0,3
3527,ἐϋζώνοιο,0,1,3
3528,κρειόντων,1,0,5
3529,κροκόπεπλος,1,0,4
3530,ὀπάσσομεν,1,0,1
3531,μενεαίνων,2,0,19
3532,κατέδουσιν,1,0,7
3533,θνητῷ,1,0,2
3534,Ἀπόλλων,4,8,112
3535,λόχον,1,1,12
3536,ὁπόσα,1,0,1
3537,ἠγαθέῃ,0,1,4
3538,θνητοῦ,1,0,1
3539,ἀέκοντος,0,2,5
3540,ἐστίν,2,2,59
3541,κυσίν,1,0,6
3542,ἀφίει,0,2,7
3543,θεοπροπίας,0,2,2
3544,ἡμιόνους,9,0,19
3545,ἐσσυμένους,1,0,2
3546,νείκεσσε,1,0,2
3547,διελθέμεν,1,0,3
3548,δοῖεν,1,1,10
3549,φημι,2,0,37
3550,πίμπλαντ,0,1,2
3551,Πηληϊάδεω,3,2,10
3552,περικαλλέος,0,1,5
3553,πέτρῃσιν,1,0,2
3554,ἐμάς,0,1,7
3555,ἀκηδής,1,0,2
3556,τέκμωρ,0,1,9
3557,ἀπεδέξατ,0,1,1
3558,Καινέα,0,1,1
3559,Ἀχελώϊον,1,0,1
3560,μερμήριξεν,0,1,6
3561,αἰδεῖσθαί,0,2,2
3562,μέσσαυλον,1,0,2
3563,ηὔδα,2,1,88
3564,Ἀγαμέμνονος,0,1,22
3565,ἐπαύρωνται,0,1,1
3566,νοεούσῃ,0,1,1
3567,ἐδεύετο,1,2,9
3568,κλαγγή,0,1,5
3569,πρόφρονι,1,0,4
3570,ἔσθουσ,1,0,1
3571,δικασπόλοι,0,1,1
3572,στήσαντ,0,1,1
3573,λύσασθαί,1,0,1
3574,πίθεσθε,0,1,2
3575,δωδεκάτη,1,0,1
3576,σπῆϊ,1,0,2
3577,ὄφελες,0,1,5
3578,νοήσας,2,0,8
3579,ὀλοφυρόμενοι,1,0,2
3580,χαλεποί,0,1,5
3581,κρατερῷ,1,0,6
3582,πολιῆς,0,2,17
3583,κύρεται,1,0,1
3584,ἱερῆα,0,3,3
3585,ἐύ,0,2,29
3586,ἐρύσσομεν,0,1,7
3587,ἐνῶρτο,0,1,2
3588,θεάων,2,0,39
3589,ὀχῆας,1,0,4
3590,κυάνεον,1,0,3
3591,πάντεσσι,0,1,27
3592,λίην,0,1,41
3593,σῇς,1,1,2
3594,κλέπτε,0,1,1
3595,ἐάσομεν,2,0,15
3596,καθεῦδ,0,1,1
3597,ὀχήσονται,1,0,1
3598,τάδε,2,1,80
3599,πολίων,0,1,9
3600,κολῳόν,0,1,1
3601,ἀλύων,1,0,2
3602,ἀφαιρεῖται,0,1,2
3603,τά,8,12,306
3604,εἴα,1,0,13
3605,ἐφετμέων,0,1,3
3606,πόλεμον,1,2,69
3607,ἐπέοικεν,1,0,4
3608,ἀπήχθετο,1,0,5
3609,ἐρωήσει,0,1,2
3610,ἐΐκτην,0,1,3
3611,τοῖο,4,2,25
3612,λίσσεο,1,0,1
3613,λοίγια,0,2,2
3614,καλέσειε,1,0,2
3615,ἑκηβόλος,0,2,2
3616,κόνι,1,0,2
3617,ἔχευε,1,0,5
3618,Ἄρτεμις,1,0,19
3619,Σμινθεῦ,0,1,1
3620,αὐλήν,1,0,7
3621,λυγρά,1,0,17
3622,ἀνέῳγεν,1,0,1
3623,λώϊόν,0,1,1
3624,ἑλώρια,0,1,1
3625,ἄστεος,2,0,13
3626,τιν,1,1,70
3627,ἀπόλεσσαν,0,1,1
3628,ῥά,2,1,96
3629,ῥεῖα,1,0,32
3630,ἀγαθός,0,2,59
3631,ἄειραν,1,0,7
3632,ἀμύξεις,0,1,1
3633,ἄλλῃ,0,1,19
3634,ἰκέλη,2,0,7
3635,ὀλέσσαι,1,0,4
3636,ποίπνυον,1,0,1
3637,Νιόβῃ,1,0,1
3638,ἔργον,0,1,70
3639,λιάζετο,1,0,1
3640,εἰρύσσασθαι,0,1,1
3641,ᾕρεον,2,0,4
3642,οὐτιδανοῖσιν,0,1,1
3643,ὀϊστοί,0,1,9
3644,Λητοῦς,0,1,3
3645,τετράκυκλον,1,0,1
3646,ἐννεάπηχυ,1,0,1
3647,εἷσεν,0,1,10
3648,ἕλκεα,1,0,2
3649,μοι,33,18,745
3650,ἄγε,9,6,166
3651,Κρονίων,1,1,41
3652,ζαθέην,0,2,4
3653,φωριαμῶν,1,0,1
3654,μάχαι,1,1,4
3655,βουλεύουσι,1,0,3
3656,ᾤμωξέν,1,0,5
3657,ἰάνθη,1,0,7
3658,ἔφερεν,1,0,3
3659,πέσσει,1,0,3
3660,ἵξεσθαι,1,0,7
3661,ἄξετε,1,0,2
3662,δεῦρο,1,1,40
3663,ἕψεται,1,0,3
3664,καλέσσατο,0,1,3
3665,κύνες,1,0,45
3666,ἄνδρας,2,0,43
3667,ἔβη,0,2,41
3668,ἔστω,0,1,21
3669,ἐφοπλίσσαιτε,1,0,1
3670,ἑτάρων,1,1,35
3671,πεποίθῃς,0,1,2
3672,ἀνεδύσετο,0,1,2
3673,πρόσσω,0,1,13
3674,τεύχει,0,1,1
3675,ἐμβεβαυῖα,1,0,1
3676,ἀγορεύειν,0,1,11
3677,ἔφατο,3,0,12
3678,κοίλας,1,0,14
3679,λαοῖσιν,1,0,7
3680,ἔρις,0,1,10
3681,ἀπελυμαίνοντο,0,1,1
3682,πρύμνας,0,1,1
3683,ἀθέριζον,0,1,1
3684,ἐρετμοῖς,0,1,10
3685,Βρισηΐδα,0,3,5
3686,αὖ,2,1,169
3687,τῇσιν,2,0,8
3688,σαώσεις,0,1,1
3689,καλά,3,0,117
3690,εἷς,0,1,10
3691,πολλάκι,0,1,11
3692,ὄμματ,0,1,2
3693,ἀχνυμένη,1,0,3
3694,αὐτῆμαρ,0,1,3
3695,ἐξενάριξα,1,0,1
3696,ἀλίαστον,2,0,4
3697,ἐθέλωμι,0,1,3
3698,λοιμός,0,1,1
3699,ζυγόδεσμον,1,0,1
3700,θῖν,1,3,10
3701,τάλαντα,1,0,16
3702,μοί,3,2,31
3703,ἄνακτι,2,2,26
3704,ἔειπε,1,0,39
3705,τάχ,0,1,26
3706,ὀπί,0,1,5
3707,δάκρυσιν,1,0,1
3708,δακρύσας,0,1,3
3709,κλαίεις,0,1,3
3710,πένοντο,0,1,6
3711,ἐθέλῃσθα,1,1,18
3712,πομπόν,3,0,5
3713,Αὐτομέδων,3,0,14
3714,καλύψαντες,1,0,1
3715,τοῖον,1,0,33
3716,ἴσχεο,0,1,8
3717,θοάς,2,2,17
3718,ἱέρευτο,1,0,1
3719,ἔστησαν,0,1,6
3720,χαμᾶζε,1,0,29
3721,φώνησέν,3,1,34
3722,τάπητας,2,0,6
3723,φράσαι,0,1,4
3724,ἀλλ,36,24,935
3725,ὄροφον,1,0,1
3726,ἀναβάντες,0,1,8
3727,δύνασαί,0,1,2
3728,τοῖς,1,2,62
3729,κελαινεφέϊ,1,1,4
3730,ἔσταν,1,1,16
3731,ἔτεκεν,1,0,5
3732,ὄψίν,1,0,1
3733,θέμεναι,1,0,7
3734,ὀλοιῇσι,0,1,1
3735,ἀνδρῶν,5,8,336
3736,γε,22,17,627
3737,ἀνιστάμενος,0,1,3
3738,υἷας,4,1,35
3739,Ἀχιλλῆος,4,1,29
3740,μείδησεν,0,1,12
3741,ἄγρια,1,0,4
3742,στυγέῃ,0,1,1
3743,τίθει,0,4,32
3744,λαοί,2,2,47
3745,ὄρεσσι,0,1,5
3746,οἰωνοί,1,0,9
3747,δόμεναι,0,2,23
3748,σῇ,1,0,15
3749,γεραιέ,3,0,13
3750,Ζῆν,1,0,8
3751,ἐείκοσιν,0,1,7
3752,λάχομεν,1,0,2
3753,ὄχθησαν,0,1,2
3754,χερσί,0,3,87
3755,ἐμούς,1,1,3
3756,μολπῇ,0,1,3
3757,πρόσθ,1,0,23
3758,ἐργάζοιο,1,0,1
3759,ἀδελφεόν,1,0,8
3760,ἔσθων,1,0,3
3761,χεῖρα,3,1,26
3762,Ἀχιλῆϊ,5,1,34
3763,βαρύ,0,1,10
3764,διαπρήσσουσα,0,1,2
3765,ἄτιμος,0,1,1
3766,κιόντα,1,0,7
3767,δύω,1,2,92
3768,ἐμνήσατο,1,0,1
3769,φάανθεν,0,1,1
3770,ἀνόρουσε,0,1,10
3771,ἀνά,2,8,138
3772,Τρῶας,1,0,69
3773,ὥς,39,24,1438
3774,κρέα,1,0,23
3775,φῆ,1,0,10
3776,λωβήσαιο,0,1,2
3777,ὄρεξας,1,0,1
3778,κακῶς,0,2,21
3779,καρτερός,0,2,14
3780,Δαρδανίδης,1,0,4
3781,ἀπολέσθαι,0,1,17
3782,Ἀπόλλωνος,0,4,17
3783,ἀντιφέρεσθαι,0,1,3
3784,ἐμή,0,1,18
3785,ὄρσε,0,1,2
3786,τάρπησαν,1,0,5
3787,ἐθέλεις,2,1,35
3788,πίπτωσι,0,1,2
3789,ἔργῳ,0,2,8
3790,ἴκμενον,0,1,5
3791,τάφον,2,0,6
3792,Βρισῆος,0,1,3
3793,θυμοῦ,0,1,15
3794,Ἴμβρον,1,0,1
3795,δερκομένοιο,0,1,2
3796,ἔκλυον,0,1,11
3797,σφίσιν,0,1,13
3798,τετιμένος,1,0,2
3799,ἄγγελος,3,0,20
3800,Ἰδαίῳ,1,0,1
3801,κραδίῃ,1,0,6
3802,ζεύγνυσαν,1,0,1
3803,δαίμονας,0,1,1
3804,δεξιτερῇ,0,1,5
3805,ὅσσον,2,2,43
3806,καπνῷ,0,1,2
3807,ὅπως,1,1,55
3808,αἰσυμνητῆρι,1,0,1
3809,θνῇσκον,0,1,1
3810,ἑκηβόλῳ,0,1,4
3811,εἰσανιδών,1,0,2
3812,εὐχωλῆς,0,2,2
3813,πολεμίζων,0,1,2
3814,σφωϊν,0,1,6
3815,κράτος,2,1,28
3816,ἄγγελοι,0,1,2
3817,Κίλλάν,0,1,1
3818,τῖσον,0,1,1
3819,Ἱππόθοον,1,0,1
3820,δόρπα,1,0,2
3821,τε,84,62,2650
3822,ἕκαστοι,1,0,9
3823,ἐριούνιον,1,0,1
3824,ἐΰτροχον,5,0,7
3825,ἄργυφον,1,0,1
3826,ἀργυρέοιο,1,1,8
3827,πολύστονα,0,1,1
3828,τέτληκας,0,2,2
3829,καθέζετ,0,1,6
3830,ξυνδῆσαι,0,1,1
3831,ὠκέα,3,0,20
3832,ἀγλά,0,1,2
3833,ἦδος,0,1,5
3834,ὀρώρει,1,0,26
3835,γούνων,1,4,25
3836,ταῦτά,2,1,25
3837,ἐσκίδναντ,1,0,1
3838,σοί,7,11,167
3839,δηρόν,1,0,38
3840,δίεπ,1,0,1
3841,μαρναμένοιϊν,0,1,1
3842,ἀγαθῷ,1,0,1
3843,πεπάσμην,1,0,1
3844,φέροι,1,0,12
3845,ἀπήνην,2,0,4
3846,ἀνέσταν,0,1,5
3847,δείσητ,1,0,1
3848,ἀνάρσιοι,1,0,6
3849,Δρύαντά,0,1,1
3850,ἅ,0,2,43
3851,ἡγεῖτ,1,0,2
3852,ἀμφίεπον,1,0,1
3853,πῶς,2,2,43
3854,χόλον,1,3,24
3855,ἑκάστῳ,0,1,35
3856,Ἀχαιοῖσιν,1,2,11
3857,δῆμος,1,0,7
3858,ἀπονέοντο,1,0,3
3859,φάνη,1,1,28
3860,ὀνόσασθ,1,0,1
3861,μαχόμην,0,1,2
3862,εἰν,1,0,36
3863,θάνατόν,0,1,13
3864,χλαίνῃ,1,0,1
3865,δῖαν,1,1,38
3866,ἀγχιμόλοιο,1,0,1
3867,εἰσί,1,0,19
3868,κούρης,0,3,13
3869,οὐρανόν,2,2,67
3870,σῷ,1,0,26
3871,πονέοντο,1,0,7
3872,ἀάπτους,0,1,11
3873,κρίκον,1,0,1
3874,πρῆξις,1,0,4
3875,καταδύντα,1,1,12
3876,αὐτῷ,5,0,166
3877,ὑψηλήν,1,0,8
3878,κῆρα,1,0,34
3879,ὁμοίης,0,1,1
3880,τοιόνδ,1,0,1
3881,ἀέκοντε,0,1,10
3882,πρόες,0,1,3
3883,κνίση,0,1,2
3884,με,13,8,293
3885,εὐχομένης,0,1,1
3886,ποντοπόροιο,0,1,4
3887,θάλασσά,0,1,1
3888,ἔλεον,1,0,1
3889,ὁρόω,1,0,7
3890,Πειρίθοόν,0,1,2
3891,Ἀντίφονόν,1,0,1
3892,ἔλυσεν,1,0,8
3893,ἠοῖ,1,0,15
3894,λύσω,0,1,4
3895,δώμασιν,2,0,6
3896,δαίνυ,1,0,4
3897,ἴδῃ,1,1,9
3898,πείθεο,0,1,2
3899,ὀμοῦμαι,0,1,4
3900,λίπεν,1,0,13
3901,ἀΐξασαι,1,0,1
3902,βοήν,1,0,53
3903,ἱκέτην,1,0,3
3904,ἔστ,1,0,21
3905,ἄριστον,2,2,26
3906,θέλγει,1,0,5
3907,ὤϊξε,1,0,2
3908,κεῖθεν,1,0,11
3909,ἱλασσάμενοι,0,1,1
3910,μηρί,1,1,11
3911,σπερχόμενος,1,0,3
3912,κυδιάνειραν,0,1,5
3913,ἐοικώς,1,1,27
3914,πείρων,1,0,4
3915,χαλεπήνῃ,1,0,7
3916,δεινή,0,1,14
3917,ἄμμι,0,1,16
3918,θάπτοιμεν,1,0,1
3919,γίγνεται,1,0,24
3920,ἔπος,9,5,158
3921,δεπάεσσιν,0,1,10
3922,τετύκοντό,0,1,6
3923,μάρνασθαι,1,0,9
3924,φαῖμεν,1,0,2
3925,ἐξῆρχε,2,0,7
3926,ἐπέεσσι,3,1,54
3927,Χρυσηΐς,0,1,1
3928,πείθηται,0,1,1
3929,κώκυσεν,1,0,3
3930,λαῷ,0,1,2
3931,ἀγών,1,0,1
3932,ὅθι,1,0,90
3933,πυθοίατο,0,1,1
3934,στενάχοντο,2,0,10
3935,ἔγωγ,0,1,13
3936,μέλιτος,0,1,3
3937,ᾔνησ,1,0,1
3938,ὕστερον,0,1,15
3939,τράφεν,0,2,4
3940,ἔπνευσ,1,0,1
3941,ἐπιρρήσσεσκε,1,0,1
3942,προσηύδα,2,2,163
3943,ἰδών,5,2,119
3944,μιαρός,1,0,1
3945,τλαίη,1,0,3
3946,βένθεσσιν,0,1,2
3947,μυρόμενοι,1,0,3
3948,θάλαμον,1,0,21
3949,ὁδοιπόρον,1,0,1
3950,μέγα,5,8,306
3951,εἰλάτινος,1,0,1
3952,οἰωνόν,2,0,4
3953,Μάκαρος,1,0,1
3954,ἐδηλήσαντ,0,1,5
3955,ἴδοντο,1,0,4
3956,ἐθέλει,1,2,13
3957,γαίῃ,0,1,45
3958,γήθησαν,1,0,2
3959,κῦδος,1,1,73
